freq (Hz),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 20  (V / sqrt(Hz)),mcparamset ,/R2/MINUS Vcm -0.5  (A),/R2/MINUS Vcm 0  (A),/R2/MINUS Vcm 0.5  (A)
1.58489E3,1.07829E-9,1.08400E-9,1.11149E-9,1.07687E-9,1.12025E-9,1.14900E-9,1.14603E-9,1.08343E-9,1.07153E-9,1.11850E-9,1.08055E-9,1.08664E-9,1.12738E-9,1.09637E-9,1.07681E-9,1.10422E-9,1.09784E-9,1.09803E-9,1.10049E-9,1.09039E-9,1.07499E-9,1.08069E-9,1.10823E-9,1.07356E-9,1.11708E-9,1.14611E-9,1.14311E-9,1.08013E-9,1.06824E-9,1.11526E-9,1.07720E-9,1.08331E-9,1.12425E-9,1.09309E-9,1.07349E-9,1.10091E-9,1.09453E-9,1.09491E-9,1.09718E-9,1.08713E-9,1.07187E-9,1.07756E-9,1.10514E-9,1.07043E-9,1.11408E-9,1.14336E-9,1.14031E-9,1.07701E-9,1.06513E-9,1.11220E-9,1.07403E-9,1.08017E-9,1.12129E-9,1.08999E-9,1.07035E-9,1.09778E-9,1.09140E-9,1.09195E-9,1.09405E-9,1.08405E-9, , , , 
1.99526E3,1.07748E-9,1.08278E-9,1.10829E-9,1.07557E-9,1.11403E-9,1.13538E-9,1.13301E-9,1.08211E-9,1.07030E-9,1.11476E-9,1.08007E-9,1.08535E-9,1.12034E-9,1.09365E-9,1.07597E-9,1.10205E-9,1.09602E-9,1.09188E-9,1.09887E-9,1.08794E-9,1.07417E-9,1.07946E-9,1.10500E-9,1.07225E-9,1.11082E-9,1.13239E-9,1.12998E-9,1.07879E-9,1.06699E-9,1.11149E-9,1.07671E-9,1.08201E-9,1.11716E-9,1.09035E-9,1.07264E-9,1.09873E-9,1.09270E-9,1.08871E-9,1.09554E-9,1.08466E-9,1.07105E-9,1.07633E-9,1.10189E-9,1.06911E-9,1.10778E-9,1.12954E-9,1.12711E-9,1.07567E-9,1.06388E-9,1.10840E-9,1.07355E-9,1.07885E-9,1.11415E-9,1.08724E-9,1.06949E-9,1.09559E-9,1.08956E-9,1.08571E-9,1.09241E-9,1.08157E-9, , , , 
2.51189E3,1.07685E-9,1.08184E-9,1.10582E-9,1.07456E-9,1.10924E-9,1.12481E-9,1.12291E-9,1.08109E-9,1.06934E-9,1.11187E-9,1.07970E-9,1.08435E-9,1.11491E-9,1.09156E-9,1.07532E-9,1.10039E-9,1.09462E-9,1.08713E-9,1.09762E-9,1.08605E-9,1.07353E-9,1.07851E-9,1.10251E-9,1.07124E-9,1.10599E-9,1.12174E-9,1.11981E-9,1.07777E-9,1.06603E-9,1.10858E-9,1.07634E-9,1.08100E-9,1.11169E-9,1.08824E-9,1.07198E-9,1.09706E-9,1.09129E-9,1.08393E-9,1.09429E-9,1.08276E-9,1.07041E-9,1.07537E-9,1.09939E-9,1.06809E-9,1.10291E-9,1.11883E-9,1.11687E-9,1.07463E-9,1.06291E-9,1.10548E-9,1.07317E-9,1.07784E-9,1.10864E-9,1.08512E-9,1.06883E-9,1.09391E-9,1.08814E-9,1.08089E-9,1.09114E-9,1.07965E-9, , , , 
3.16228E3,1.07636E-9,1.08111E-9,1.10391E-9,1.07379E-9,1.10554E-9,1.11663E-9,1.11510E-9,1.08030E-9,1.06861E-9,1.10964E-9,1.07941E-9,1.08358E-9,1.11073E-9,1.08994E-9,1.07481E-9,1.09911E-9,1.09354E-9,1.08348E-9,1.09666E-9,1.08459E-9,1.07304E-9,1.07778E-9,1.10060E-9,1.07046E-9,1.10227E-9,1.11350E-9,1.11194E-9,1.07698E-9,1.06529E-9,1.10634E-9,1.07605E-9,1.08023E-9,1.10747E-9,1.08662E-9,1.07147E-9,1.09577E-9,1.09020E-9,1.08024E-9,1.09332E-9,1.08129E-9,1.06992E-9,1.07464E-9,1.09746E-9,1.06731E-9,1.09917E-9,1.11054E-9,1.10895E-9,1.07384E-9,1.06216E-9,1.10322E-9,1.07288E-9,1.07706E-9,1.10440E-9,1.08348E-9,1.06832E-9,1.09261E-9,1.08704E-9,1.07718E-9,1.09017E-9,1.07818E-9, , , , 
3.98107E3,1.07598E-9,1.08055E-9,1.10245E-9,1.07319E-9,1.10270E-9,1.11032E-9,1.10907E-9,1.07970E-9,1.06804E-9,1.10793E-9,1.07919E-9,1.08298E-9,1.10751E-9,1.08870E-9,1.07442E-9,1.09812E-9,1.09271E-9,1.08066E-9,1.09592E-9,1.08347E-9,1.07266E-9,1.07722E-9,1.09912E-9,1.06986E-9,1.09940E-9,1.10714E-9,1.10586E-9,1.07637E-9,1.06472E-9,1.10461E-9,1.07583E-9,1.07963E-9,1.10423E-9,1.08536E-9,1.07108E-9,1.09477E-9,1.08936E-9,1.07740E-9,1.09257E-9,1.08016E-9,1.06953E-9,1.07407E-9,1.09598E-9,1.06670E-9,1.09628E-9,1.10413E-9,1.10283E-9,1.07323E-9,1.06159E-9,1.10149E-9,1.07265E-9,1.07646E-9,1.10113E-9,1.08222E-9,1.06793E-9,1.09161E-9,1.08620E-9,1.07433E-9,1.08941E-9,1.07704E-9, , , , 
5.01187E3,1.07568E-9,1.08012E-9,1.10132E-9,1.07274E-9,1.10051E-9,1.10545E-9,1.10442E-9,1.07923E-9,1.06760E-9,1.10661E-9,1.07901E-9,1.08253E-9,1.10503E-9,1.08774E-9,1.07412E-9,1.09736E-9,1.09207E-9,1.07849E-9,1.09534E-9,1.08260E-9,1.07236E-9,1.07678E-9,1.09799E-9,1.06939E-9,1.09720E-9,1.10223E-9,1.10118E-9,1.07590E-9,1.06427E-9,1.10329E-9,1.07565E-9,1.07917E-9,1.10173E-9,1.08440E-9,1.07078E-9,1.09401E-9,1.08872E-9,1.07522E-9,1.09200E-9,1.07929E-9,1.06923E-9,1.07363E-9,1.09484E-9,1.06624E-9,1.09406E-9,1.09919E-9,1.09811E-9,1.07276E-9,1.06114E-9,1.10015E-9,1.07248E-9,1.07600E-9,1.09861E-9,1.08124E-9,1.06762E-9,1.09084E-9,1.08555E-9,1.07213E-9,1.08884E-9,1.07616E-9, , , , 
6.30957E3,1.07545E-9,1.07979E-9,1.10046E-9,1.07238E-9,1.09883E-9,1.10170E-9,1.10084E-9,1.07888E-9,1.06726E-9,1.10560E-9,1.07888E-9,1.08217E-9,1.10312E-9,1.08700E-9,1.07389E-9,1.09678E-9,1.09158E-9,1.07683E-9,1.09491E-9,1.08194E-9,1.07213E-9,1.07645E-9,1.09711E-9,1.06904E-9,1.09550E-9,1.09845E-9,1.09757E-9,1.07554E-9,1.06393E-9,1.10227E-9,1.07552E-9,1.07881E-9,1.09981E-9,1.08365E-9,1.07055E-9,1.09342E-9,1.08822E-9,1.07354E-9,1.09155E-9,1.07862E-9,1.06900E-9,1.07330E-9,1.09396E-9,1.06588E-9,1.09236E-9,1.09539E-9,1.09447E-9,1.07239E-9,1.06080E-9,1.09912E-9,1.07234E-9,1.07564E-9,1.09668E-9,1.08049E-9,1.06739E-9,1.09025E-9,1.08505E-9,1.07044E-9,1.08839E-9,1.07549E-9, , , , 
7.94328E3,1.07527E-9,1.07953E-9,1.09979E-9,1.07211E-9,1.09754E-9,1.09881E-9,1.09808E-9,1.07860E-9,1.06699E-9,1.10482E-9,1.07878E-9,1.08190E-9,1.10165E-9,1.08643E-9,1.07371E-9,1.09633E-9,1.09120E-9,1.07555E-9,1.09457E-9,1.08142E-9,1.07195E-9,1.07619E-9,1.09644E-9,1.06876E-9,1.09420E-9,1.09554E-9,1.09479E-9,1.07526E-9,1.06367E-9,1.10148E-9,1.07541E-9,1.07854E-9,1.09833E-9,1.08308E-9,1.07037E-9,1.09297E-9,1.08784E-9,1.07225E-9,1.09121E-9,1.07810E-9,1.06882E-9,1.07304E-9,1.09328E-9,1.06560E-9,1.09105E-9,1.09246E-9,1.09168E-9,1.07211E-9,1.06053E-9,1.09833E-9,1.07224E-9,1.07537E-9,1.09519E-9,1.07992E-9,1.06721E-9,1.08980E-9,1.08467E-9,1.06914E-9,1.08805E-9,1.07497E-9, , , , 
10.0000E3,1.07513E-9,1.07933E-9,1.09928E-9,1.07190E-9,1.09655E-9,1.09659E-9,1.09596E-9,1.07839E-9,1.06679E-9,1.10422E-9,1.07870E-9,1.08169E-9,1.10053E-9,1.08599E-9,1.07357E-9,1.09598E-9,1.09091E-9,1.07456E-9,1.09431E-9,1.08103E-9,1.07181E-9,1.07599E-9,1.09593E-9,1.06855E-9,1.09320E-9,1.09330E-9,1.09265E-9,1.07505E-9,1.06346E-9,1.10087E-9,1.07533E-9,1.07833E-9,1.09719E-9,1.08264E-9,1.07023E-9,1.09262E-9,1.08755E-9,1.07126E-9,1.09095E-9,1.07770E-9,1.06868E-9,1.07284E-9,1.09276E-9,1.06539E-9,1.09004E-9,1.09021E-9,1.08953E-9,1.07190E-9,1.06033E-9,1.09772E-9,1.07216E-9,1.07515E-9,1.09405E-9,1.07947E-9,1.06707E-9,1.08944E-9,1.08437E-9,1.06814E-9,1.08778E-9,1.07457E-9, , , , 
12.5893E3,1.07503E-9,1.07918E-9,1.09888E-9,1.07174E-9,1.09579E-9,1.09488E-9,1.09433E-9,1.07823E-9,1.06663E-9,1.10376E-9,1.07863E-9,1.08153E-9,1.09966E-9,1.08565E-9,1.07346E-9,1.09571E-9,1.09069E-9,1.07381E-9,1.09411E-9,1.08072E-9,1.07170E-9,1.07584E-9,1.09553E-9,1.06839E-9,1.09243E-9,1.09158E-9,1.09101E-9,1.07489E-9,1.06331E-9,1.10041E-9,1.07527E-9,1.07817E-9,1.09632E-9,1.08229E-9,1.07012E-9,1.09235E-9,1.08732E-9,1.07050E-9,1.09075E-9,1.07740E-9,1.06857E-9,1.07268E-9,1.09236E-9,1.06523E-9,1.08927E-9,1.08847E-9,1.08787E-9,1.07173E-9,1.06017E-9,1.09726E-9,1.07210E-9,1.07499E-9,1.09317E-9,1.07913E-9,1.06696E-9,1.08918E-9,1.08415E-9,1.06738E-9,1.08758E-9,1.07426E-9, , , , 
15.8489E3,1.07494E-9,1.07906E-9,1.09858E-9,1.07161E-9,1.09520E-9,1.09357E-9,1.09308E-9,1.07810E-9,1.06651E-9,1.10340E-9,1.07859E-9,1.08141E-9,1.09900E-9,1.08539E-9,1.07338E-9,1.09551E-9,1.09051E-9,1.07323E-9,1.09395E-9,1.08049E-9,1.07162E-9,1.07572E-9,1.09522E-9,1.06826E-9,1.09184E-9,1.09026E-9,1.08975E-9,1.07476E-9,1.06318E-9,1.10005E-9,1.07522E-9,1.07804E-9,1.09565E-9,1.08203E-9,1.07004E-9,1.09214E-9,1.08715E-9,1.06991E-9,1.09059E-9,1.07716E-9,1.06849E-9,1.07256E-9,1.09206E-9,1.06510E-9,1.08867E-9,1.08714E-9,1.08660E-9,1.07161E-9,1.06005E-9,1.09690E-9,1.07205E-9,1.07487E-9,1.09250E-9,1.07887E-9,1.06688E-9,1.08897E-9,1.08397E-9,1.06679E-9,1.08742E-9,1.07402E-9, , , , 
19.9526E3,1.07488E-9,1.07897E-9,1.09835E-9,1.07152E-9,1.09475E-9,1.09256E-9,1.09211E-9,1.07800E-9,1.06642E-9,1.10313E-9,1.07855E-9,1.08131E-9,1.09849E-9,1.08519E-9,1.07332E-9,1.09535E-9,1.09038E-9,1.07278E-9,1.09383E-9,1.08031E-9,1.07155E-9,1.07563E-9,1.09499E-9,1.06817E-9,1.09139E-9,1.08925E-9,1.08878E-9,1.07466E-9,1.06309E-9,1.09978E-9,1.07519E-9,1.07795E-9,1.09514E-9,1.08183E-9,1.06997E-9,1.09199E-9,1.08701E-9,1.06946E-9,1.09047E-9,1.07698E-9,1.06842E-9,1.07247E-9,1.09182E-9,1.06500E-9,1.08822E-9,1.08612E-9,1.08563E-9,1.07151E-9,1.05995E-9,1.09662E-9,1.07201E-9,1.07477E-9,1.09198E-9,1.07866E-9,1.06681E-9,1.08881E-9,1.08384E-9,1.06633E-9,1.08730E-9,1.07384E-9, , , , 
25.1189E3,1.07483E-9,1.07890E-9,1.09817E-9,1.07144E-9,1.09441E-9,1.09179E-9,1.09137E-9,1.07793E-9,1.06635E-9,1.10292E-9,1.07852E-9,1.08124E-9,1.09809E-9,1.08503E-9,1.07327E-9,1.09523E-9,1.09028E-9,1.07244E-9,1.09374E-9,1.08017E-9,1.07150E-9,1.07556E-9,1.09481E-9,1.06809E-9,1.09104E-9,1.08847E-9,1.08803E-9,1.07459E-9,1.06302E-9,1.09957E-9,1.07516E-9,1.07787E-9,1.09474E-9,1.08168E-9,1.06992E-9,1.09186E-9,1.08691E-9,1.06912E-9,1.09038E-9,1.07684E-9,1.06837E-9,1.07240E-9,1.09164E-9,1.06493E-9,1.08787E-9,1.08534E-9,1.08488E-9,1.07143E-9,1.05988E-9,1.09641E-9,1.07198E-9,1.07469E-9,1.09158E-9,1.07851E-9,1.06676E-9,1.08869E-9,1.08373E-9,1.06599E-9,1.08721E-9,1.07370E-9, , , , 
31.6228E3,1.07479E-9,1.07885E-9,1.09803E-9,1.07139E-9,1.09414E-9,1.09119E-9,1.09081E-9,1.07787E-9,1.06629E-9,1.10276E-9,1.07850E-9,1.08118E-9,1.09779E-9,1.08492E-9,1.07323E-9,1.09514E-9,1.09020E-9,1.07218E-9,1.09367E-9,1.08006E-9,1.07146E-9,1.07550E-9,1.09467E-9,1.06804E-9,1.09078E-9,1.08787E-9,1.08746E-9,1.07453E-9,1.06296E-9,1.09940E-9,1.07513E-9,1.07781E-9,1.09444E-9,1.08156E-9,1.06988E-9,1.09177E-9,1.08683E-9,1.06885E-9,1.09031E-9,1.07673E-9,1.06833E-9,1.07234E-9,1.09150E-9,1.06487E-9,1.08760E-9,1.08473E-9,1.08430E-9,1.07138E-9,1.05982E-9,1.09624E-9,1.07196E-9,1.07464E-9,1.09128E-9,1.07839E-9,1.06672E-9,1.08859E-9,1.08365E-9,1.06572E-9,1.08714E-9,1.07359E-9, , , , 
39.8107E3,1.07476E-9,1.07881E-9,1.09792E-9,1.07134E-9,1.09394E-9,1.09074E-9,1.09037E-9,1.07783E-9,1.06625E-9,1.10263E-9,1.07848E-9,1.08114E-9,1.09756E-9,1.08482E-9,1.07320E-9,1.09507E-9,1.09014E-9,1.07197E-9,1.09362E-9,1.07998E-9,1.07143E-9,1.07546E-9,1.09456E-9,1.06799E-9,1.09057E-9,1.08741E-9,1.08702E-9,1.07449E-9,1.06292E-9,1.09928E-9,1.07512E-9,1.07777E-9,1.09421E-9,1.08146E-9,1.06985E-9,1.09170E-9,1.08677E-9,1.06865E-9,1.09026E-9,1.07665E-9,1.06830E-9,1.07230E-9,1.09139E-9,1.06483E-9,1.08739E-9,1.08427E-9,1.08386E-9,1.07133E-9,1.05978E-9,1.09612E-9,1.07194E-9,1.07459E-9,1.09104E-9,1.07829E-9,1.06669E-9,1.08852E-9,1.08359E-9,1.06552E-9,1.08709E-9,1.07351E-9, , , , 
50.1187E3,1.07474E-9,1.07877E-9,1.09784E-9,1.07131E-9,1.09378E-9,1.09039E-9,1.09004E-9,1.07779E-9,1.06621E-9,1.10254E-9,1.07847E-9,1.08110E-9,1.09738E-9,1.08475E-9,1.07318E-9,1.09501E-9,1.09009E-9,1.07182E-9,1.09357E-9,1.07992E-9,1.07141E-9,1.07543E-9,1.09448E-9,1.06796E-9,1.09041E-9,1.08705E-9,1.08668E-9,1.07445E-9,1.06288E-9,1.09918E-9,1.07510E-9,1.07774E-9,1.09403E-9,1.08139E-9,1.06983E-9,1.09164E-9,1.08672E-9,1.06849E-9,1.09021E-9,1.07659E-9,1.06828E-9,1.07227E-9,1.09131E-9,1.06479E-9,1.08723E-9,1.08391E-9,1.08352E-9,1.07130E-9,1.05974E-9,1.09602E-9,1.07193E-9,1.07456E-9,1.09086E-9,1.07822E-9,1.06667E-9,1.08846E-9,1.08355E-9,1.06536E-9,1.08704E-9,1.07345E-9, , , , 
63.0957E3,1.07472E-9,1.07875E-9,1.09778E-9,1.07128E-9,1.09366E-9,1.09012E-9,1.08978E-9,1.07777E-9,1.06619E-9,1.10246E-9,1.07846E-9,1.08108E-9,1.09725E-9,1.08470E-9,1.07316E-9,1.09497E-9,1.09006E-9,1.07170E-9,1.09354E-9,1.07987E-9,1.07139E-9,1.07540E-9,1.09442E-9,1.06793E-9,1.09029E-9,1.08678E-9,1.08642E-9,1.07443E-9,1.06286E-9,1.09911E-9,1.07509E-9,1.07771E-9,1.09389E-9,1.08134E-9,1.06981E-9,1.09160E-9,1.08669E-9,1.06837E-9,1.09018E-9,1.07654E-9,1.06826E-9,1.07224E-9,1.09124E-9,1.06477E-9,1.08711E-9,1.08364E-9,1.08326E-9,1.07127E-9,1.05972E-9,1.09595E-9,1.07192E-9,1.07453E-9,1.09072E-9,1.07817E-9,1.06665E-9,1.08842E-9,1.08351E-9,1.06524E-9,1.08701E-9,1.07340E-9, , , , 
79.4328E3,1.07470E-9,1.07873E-9,1.09773E-9,1.07126E-9,1.09357E-9,1.08991E-9,1.08958E-9,1.07775E-9,1.06617E-9,1.10241E-9,1.07845E-9,1.08106E-9,1.09714E-9,1.08466E-9,1.07315E-9,1.09494E-9,1.09003E-9,1.07161E-9,1.09352E-9,1.07983E-9,1.07138E-9,1.07538E-9,1.09437E-9,1.06791E-9,1.09020E-9,1.08658E-9,1.08623E-9,1.07440E-9,1.06284E-9,1.09905E-9,1.07509E-9,1.07769E-9,1.09379E-9,1.08130E-9,1.06980E-9,1.09157E-9,1.08666E-9,1.06828E-9,1.09016E-9,1.07650E-9,1.06825E-9,1.07223E-9,1.09120E-9,1.06475E-9,1.08702E-9,1.08343E-9,1.08306E-9,1.07125E-9,1.05970E-9,1.09589E-9,1.07191E-9,1.07451E-9,1.09062E-9,1.07813E-9,1.06664E-9,1.08839E-9,1.08348E-9,1.06514E-9,1.08699E-9,1.07336E-9, , , , 
100.000E3,1.07469E-9,1.07872E-9,1.09769E-9,1.07125E-9,1.09350E-9,1.08975E-9,1.08943E-9,1.07773E-9,1.06615E-9,1.10236E-9,1.07844E-9,1.08104E-9,1.09706E-9,1.08463E-9,1.07314E-9,1.09491E-9,1.09001E-9,1.07154E-9,1.09350E-9,1.07980E-9,1.07137E-9,1.07537E-9,1.09433E-9,1.06790E-9,1.09013E-9,1.08642E-9,1.08607E-9,1.07439E-9,1.06282E-9,1.09901E-9,1.07508E-9,1.07767E-9,1.09371E-9,1.08126E-9,1.06979E-9,1.09154E-9,1.08664E-9,1.06821E-9,1.09014E-9,1.07647E-9,1.06823E-9,1.07221E-9,1.09116E-9,1.06473E-9,1.08695E-9,1.08327E-9,1.08290E-9,1.07123E-9,1.05968E-9,1.09585E-9,1.07190E-9,1.07450E-9,1.09054E-9,1.07809E-9,1.06663E-9,1.08836E-9,1.08346E-9,1.06507E-9,1.08697E-9,1.07333E-9, , , , 
125.893E3,1.07468E-9,1.07870E-9,1.09767E-9,1.07124E-9,1.09344E-9,1.08963E-9,1.08932E-9,1.07772E-9,1.06614E-9,1.10233E-9,1.07844E-9,1.08103E-9,1.09700E-9,1.08460E-9,1.07313E-9,1.09489E-9,1.08999E-9,1.07148E-9,1.09348E-9,1.07978E-9,1.07136E-9,1.07536E-9,1.09430E-9,1.06789E-9,1.09007E-9,1.08629E-9,1.08596E-9,1.07438E-9,1.06281E-9,1.09898E-9,1.07507E-9,1.07766E-9,1.09364E-9,1.08124E-9,1.06978E-9,1.09152E-9,1.08662E-9,1.06816E-9,1.09012E-9,1.07645E-9,1.06823E-9,1.07220E-9,1.09113E-9,1.06472E-9,1.08689E-9,1.08315E-9,1.08279E-9,1.07122E-9,1.05967E-9,1.09581E-9,1.07190E-9,1.07448E-9,1.09047E-9,1.07807E-9,1.06662E-9,1.08834E-9,1.08344E-9,1.06502E-9,1.08695E-9,1.07331E-9, , , , 
158.489E3,1.07468E-9,1.07870E-9,1.09764E-9,1.07123E-9,1.09340E-9,1.08954E-9,1.08923E-9,1.07771E-9,1.06613E-9,1.10230E-9,1.07843E-9,1.08102E-9,1.09695E-9,1.08458E-9,1.07312E-9,1.09488E-9,1.08998E-9,1.07144E-9,1.09347E-9,1.07976E-9,1.07135E-9,1.07535E-9,1.09428E-9,1.06788E-9,1.09003E-9,1.08620E-9,1.08587E-9,1.07437E-9,1.06280E-9,1.09895E-9,1.07507E-9,1.07765E-9,1.09360E-9,1.08122E-9,1.06978E-9,1.09151E-9,1.08661E-9,1.06812E-9,1.09011E-9,1.07643E-9,1.06822E-9,1.07219E-9,1.09111E-9,1.06471E-9,1.08685E-9,1.08305E-9,1.08270E-9,1.07121E-9,1.05966E-9,1.09579E-9,1.07189E-9,1.07447E-9,1.09043E-9,1.07805E-9,1.06662E-9,1.08833E-9,1.08343E-9,1.06498E-9,1.08694E-9,1.07329E-9, , , , 
199.526E3,1.07467E-9,1.07869E-9,1.09763E-9,1.07122E-9,1.09337E-9,1.08947E-9,1.08916E-9,1.07770E-9,1.06613E-9,1.10229E-9,1.07843E-9,1.08101E-9,1.09692E-9,1.08457E-9,1.07312E-9,1.09487E-9,1.08997E-9,1.07141E-9,1.09346E-9,1.07975E-9,1.07135E-9,1.07534E-9,1.09426E-9,1.06787E-9,1.09000E-9,1.08613E-9,1.08580E-9,1.07436E-9,1.06280E-9,1.09893E-9,1.07507E-9,1.07765E-9,1.09356E-9,1.08120E-9,1.06977E-9,1.09150E-9,1.08660E-9,1.06808E-9,1.09010E-9,1.07642E-9,1.06821E-9,1.07218E-9,1.09109E-9,1.06470E-9,1.08682E-9,1.08298E-9,1.08263E-9,1.07121E-9,1.05965E-9,1.09577E-9,1.07189E-9,1.07447E-9,1.09039E-9,1.07803E-9,1.06661E-9,1.08832E-9,1.08342E-9,1.06494E-9,1.08693E-9,1.07328E-9, , , , 
