freq (Hz),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 20  (V / sqrt(Hz))
1.99526E3,1.12395E-9,1.12610E-9,1.16263E-9,1.13838E-9,1.12597E-9,1.14775E-9,1.13567E-9,1.12319E-9,1.12441E-9,1.11194E-9,1.14246E-9,1.11592E-9,1.15560E-9,1.12461E-9,1.12433E-9,1.17017E-9,1.13515E-9,1.12580E-9,1.11369E-9,1.10679E-9,1.12060E-9,1.12280E-9,1.15926E-9,1.13501E-9,1.12253E-9,1.14461E-9,1.13228E-9,1.11977E-9,1.12101E-9,1.10849E-9,1.13905E-9,1.11249E-9,1.15238E-9,1.12118E-9,1.12095E-9,1.16713E-9,1.13170E-9,1.12243E-9,1.11025E-9,1.10348E-9,1.11743E-9,1.11967E-9,1.15608E-9,1.13182E-9,1.11928E-9,1.14160E-9,1.12907E-9,1.11655E-9,1.11782E-9,1.10525E-9,1.13583E-9,1.10924E-9,1.14931E-9,1.11795E-9,1.11775E-9,1.16419E-9,1.12845E-9,1.11925E-9,1.10701E-9,1.10034E-9
2.51189E3,1.12151E-9,1.12157E-9,1.15853E-9,1.13494E-9,1.12472E-9,1.13827E-9,1.13282E-9,1.12207E-9,1.12266E-9,1.11059E-9,1.13998E-9,1.11420E-9,1.14843E-9,1.12278E-9,1.12167E-9,1.15717E-9,1.13387E-9,1.12342E-9,1.11246E-9,1.10341E-9,1.11814E-9,1.11823E-9,1.15514E-9,1.13155E-9,1.12127E-9,1.13507E-9,1.12942E-9,1.11865E-9,1.11925E-9,1.10714E-9,1.13655E-9,1.11076E-9,1.14515E-9,1.11934E-9,1.11827E-9,1.15404E-9,1.13041E-9,1.12004E-9,1.10902E-9,1.10007E-9,1.11497E-9,1.11507E-9,1.15193E-9,1.12834E-9,1.11801E-9,1.13201E-9,1.12620E-9,1.11542E-9,1.11605E-9,1.10389E-9,1.13332E-9,1.10751E-9,1.14204E-9,1.11610E-9,1.11506E-9,1.15103E-9,1.12715E-9,1.11684E-9,1.10577E-9,1.09692E-9
3.16228E3,1.11961E-9,1.11805E-9,1.15536E-9,1.13228E-9,1.12374E-9,1.13093E-9,1.13061E-9,1.12119E-9,1.12129E-9,1.10953E-9,1.13805E-9,1.11287E-9,1.14287E-9,1.12134E-9,1.11961E-9,1.14709E-9,1.13286E-9,1.12157E-9,1.11149E-9,1.10079E-9,1.11623E-9,1.11469E-9,1.15194E-9,1.12887E-9,1.12028E-9,1.12768E-9,1.12719E-9,1.11776E-9,1.11788E-9,1.10608E-9,1.13461E-9,1.10942E-9,1.13956E-9,1.11790E-9,1.11620E-9,1.14388E-9,1.12940E-9,1.11818E-9,1.10805E-9,1.09743E-9,1.11305E-9,1.11151E-9,1.14872E-9,1.12565E-9,1.11702E-9,1.12458E-9,1.12397E-9,1.11453E-9,1.11466E-9,1.10282E-9,1.13137E-9,1.10616E-9,1.13642E-9,1.11465E-9,1.11297E-9,1.14082E-9,1.12614E-9,1.11497E-9,1.10479E-9,1.09426E-9
3.98107E3,1.11814E-9,1.11533E-9,1.15290E-9,1.13022E-9,1.12297E-9,1.12525E-9,1.12890E-9,1.12049E-9,1.12023E-9,1.10870E-9,1.13656E-9,1.11183E-9,1.13858E-9,1.12022E-9,1.11801E-9,1.13927E-9,1.13208E-9,1.12014E-9,1.11073E-9,1.09875E-9,1.11475E-9,1.11195E-9,1.14947E-9,1.12680E-9,1.11951E-9,1.12196E-9,1.12547E-9,1.11706E-9,1.11681E-9,1.10524E-9,1.13311E-9,1.10837E-9,1.13524E-9,1.11677E-9,1.11459E-9,1.13601E-9,1.12861E-9,1.11673E-9,1.10728E-9,1.09539E-9,1.11155E-9,1.10876E-9,1.14623E-9,1.12356E-9,1.11624E-9,1.11883E-9,1.12223E-9,1.11383E-9,1.11359E-9,1.10198E-9,1.12985E-9,1.10511E-9,1.13207E-9,1.11352E-9,1.11135E-9,1.13291E-9,1.12534E-9,1.11352E-9,1.10403E-9,1.09220E-9
5.01187E3,1.11699E-9,1.11323E-9,1.15100E-9,1.12863E-9,1.12237E-9,1.12086E-9,1.12757E-9,1.11994E-9,1.11939E-9,1.10804E-9,1.13539E-9,1.11101E-9,1.13526E-9,1.11935E-9,1.11677E-9,1.13323E-9,1.13146E-9,1.11902E-9,1.11013E-9,1.09718E-9,1.11359E-9,1.10983E-9,1.14756E-9,1.12519E-9,1.11890E-9,1.11754E-9,1.12413E-9,1.11651E-9,1.11597E-9,1.10458E-9,1.13194E-9,1.10756E-9,1.13190E-9,1.11589E-9,1.11334E-9,1.12993E-9,1.12799E-9,1.11561E-9,1.10668E-9,1.09380E-9,1.11039E-9,1.10663E-9,1.14431E-9,1.12195E-9,1.11564E-9,1.11439E-9,1.12088E-9,1.11327E-9,1.11274E-9,1.10132E-9,1.12868E-9,1.10429E-9,1.12871E-9,1.11263E-9,1.11010E-9,1.12679E-9,1.12472E-9,1.11239E-9,1.10342E-9,1.09061E-9
6.30957E3,1.11610E-9,1.11160E-9,1.14953E-9,1.12739E-9,1.12190E-9,1.11747E-9,1.12653E-9,1.11951E-9,1.11874E-9,1.10753E-9,1.13449E-9,1.11038E-9,1.13270E-9,1.11866E-9,1.11581E-9,1.12856E-9,1.13098E-9,1.11816E-9,1.10966E-9,1.09596E-9,1.11269E-9,1.10819E-9,1.14607E-9,1.12395E-9,1.11843E-9,1.11413E-9,1.12309E-9,1.11608E-9,1.11531E-9,1.10407E-9,1.13103E-9,1.10692E-9,1.12932E-9,1.11520E-9,1.11237E-9,1.12522E-9,1.12751E-9,1.11474E-9,1.10621E-9,1.09257E-9,1.10949E-9,1.10498E-9,1.14282E-9,1.12070E-9,1.11516E-9,1.11096E-9,1.11984E-9,1.11284E-9,1.11209E-9,1.10080E-9,1.12777E-9,1.10365E-9,1.12612E-9,1.11194E-9,1.10913E-9,1.12206E-9,1.12424E-9,1.11152E-9,1.10294E-9,1.08937E-9
7.94328E3,1.11540E-9,1.11034E-9,1.14839E-9,1.12643E-9,1.12153E-9,1.11486E-9,1.12573E-9,1.11917E-9,1.11823E-9,1.10712E-9,1.13379E-9,1.10989E-9,1.13072E-9,1.11812E-9,1.11506E-9,1.12496E-9,1.13060E-9,1.11748E-9,1.10929E-9,1.09501E-9,1.11199E-9,1.10693E-9,1.14493E-9,1.12298E-9,1.11806E-9,1.11149E-9,1.12228E-9,1.11574E-9,1.11480E-9,1.10366E-9,1.13033E-9,1.10642E-9,1.12733E-9,1.11466E-9,1.11162E-9,1.12160E-9,1.12713E-9,1.11406E-9,1.10583E-9,1.09162E-9,1.10879E-9,1.10370E-9,1.14167E-9,1.11973E-9,1.11479E-9,1.10831E-9,1.11903E-9,1.11250E-9,1.11157E-9,1.10040E-9,1.12706E-9,1.10315E-9,1.12412E-9,1.11140E-9,1.10837E-9,1.11841E-9,1.12385E-9,1.11084E-9,1.10257E-9,1.08842E-9
10.0000E3,1.11486E-9,1.10936E-9,1.14751E-9,1.12569E-9,1.12124E-9,1.11285E-9,1.12510E-9,1.11890E-9,1.11784E-9,1.10681E-9,1.13325E-9,1.10950E-9,1.12920E-9,1.11770E-9,1.11448E-9,1.12218E-9,1.13030E-9,1.11696E-9,1.10900E-9,1.09428E-9,1.11145E-9,1.10594E-9,1.14404E-9,1.12224E-9,1.11777E-9,1.10946E-9,1.12165E-9,1.11547E-9,1.11440E-9,1.10334E-9,1.12978E-9,1.10603E-9,1.12579E-9,1.11424E-9,1.11104E-9,1.11880E-9,1.12683E-9,1.11354E-9,1.10554E-9,1.09088E-9,1.10824E-9,1.10272E-9,1.14078E-9,1.11898E-9,1.11450E-9,1.10627E-9,1.11839E-9,1.11223E-9,1.11117E-9,1.10008E-9,1.12651E-9,1.10276E-9,1.12258E-9,1.11097E-9,1.10779E-9,1.11560E-9,1.12356E-9,1.11031E-9,1.10227E-9,1.08767E-9
12.5893E3,1.11444E-9,1.10861E-9,1.14682E-9,1.12512E-9,1.12102E-9,1.11129E-9,1.12462E-9,1.11869E-9,1.11753E-9,1.10656E-9,1.13283E-9,1.10920E-9,1.12802E-9,1.11737E-9,1.11403E-9,1.12004E-9,1.13007E-9,1.11656E-9,1.10877E-9,1.09371E-9,1.11103E-9,1.10519E-9,1.14336E-9,1.12166E-9,1.11754E-9,1.10790E-9,1.12116E-9,1.11525E-9,1.11409E-9,1.10309E-9,1.12936E-9,1.10573E-9,1.12461E-9,1.11391E-9,1.11059E-9,1.11664E-9,1.12660E-9,1.11313E-9,1.10531E-9,1.09031E-9,1.10782E-9,1.10196E-9,1.14009E-9,1.11840E-9,1.11427E-9,1.10470E-9,1.11790E-9,1.11201E-9,1.11086E-9,1.09982E-9,1.12608E-9,1.10245E-9,1.12138E-9,1.11064E-9,1.10733E-9,1.11343E-9,1.12332E-9,1.10990E-9,1.10204E-9,1.08710E-9
15.8489E3,1.11411E-9,1.10803E-9,1.14630E-9,1.12467E-9,1.12084E-9,1.11009E-9,1.12424E-9,1.11853E-9,1.11728E-9,1.10636E-9,1.13250E-9,1.10896E-9,1.12711E-9,1.11712E-9,1.11369E-9,1.11839E-9,1.12989E-9,1.11624E-9,1.10858E-9,1.09327E-9,1.11070E-9,1.10460E-9,1.14283E-9,1.12121E-9,1.11737E-9,1.10669E-9,1.12078E-9,1.11509E-9,1.11385E-9,1.10289E-9,1.12903E-9,1.10549E-9,1.12369E-9,1.11365E-9,1.11024E-9,1.11498E-9,1.12641E-9,1.11281E-9,1.10512E-9,1.08987E-9,1.10749E-9,1.10137E-9,1.13955E-9,1.11795E-9,1.11409E-9,1.10349E-9,1.11752E-9,1.11184E-9,1.11061E-9,1.09963E-9,1.12575E-9,1.10222E-9,1.12047E-9,1.11038E-9,1.10698E-9,1.11176E-9,1.12314E-9,1.10958E-9,1.10186E-9,1.08665E-9
19.9526E3,1.11386E-9,1.10758E-9,1.14589E-9,1.12433E-9,1.12070E-9,1.10917E-9,1.12395E-9,1.11839E-9,1.11709E-9,1.10621E-9,1.13224E-9,1.10878E-9,1.12641E-9,1.11692E-9,1.11342E-9,1.11712E-9,1.12975E-9,1.11600E-9,1.10844E-9,1.09293E-9,1.11044E-9,1.10415E-9,1.14242E-9,1.12087E-9,1.11723E-9,1.10577E-9,1.12049E-9,1.11495E-9,1.11366E-9,1.10274E-9,1.12877E-9,1.10531E-9,1.12299E-9,1.11345E-9,1.10997E-9,1.11371E-9,1.12627E-9,1.11257E-9,1.10498E-9,1.08952E-9,1.10723E-9,1.10091E-9,1.13914E-9,1.11760E-9,1.11395E-9,1.10255E-9,1.11723E-9,1.11171E-9,1.11042E-9,1.09947E-9,1.12549E-9,1.10203E-9,1.11976E-9,1.11018E-9,1.10671E-9,1.11048E-9,1.12299E-9,1.10934E-9,1.10171E-9,1.08631E-9
25.1189E3,1.11366E-9,1.10723E-9,1.14557E-9,1.12406E-9,1.12059E-9,1.10846E-9,1.12372E-9,1.11829E-9,1.11695E-9,1.10609E-9,1.13204E-9,1.10864E-9,1.12587E-9,1.11676E-9,1.11321E-9,1.11615E-9,1.12964E-9,1.11581E-9,1.10833E-9,1.09267E-9,1.11024E-9,1.10380E-9,1.14210E-9,1.12060E-9,1.11712E-9,1.10505E-9,1.12026E-9,1.11485E-9,1.11351E-9,1.10262E-9,1.12857E-9,1.10517E-9,1.12244E-9,1.11329E-9,1.10975E-9,1.11272E-9,1.12616E-9,1.11238E-9,1.10487E-9,1.08926E-9,1.10703E-9,1.10056E-9,1.13882E-9,1.11733E-9,1.11384E-9,1.10183E-9,1.11700E-9,1.11161E-9,1.11027E-9,1.09935E-9,1.12529E-9,1.10189E-9,1.11921E-9,1.11002E-9,1.10650E-9,1.10949E-9,1.12288E-9,1.10914E-9,1.10160E-9,1.08604E-9
31.6228E3,1.11351E-9,1.10696E-9,1.14533E-9,1.12385E-9,1.12051E-9,1.10791E-9,1.12354E-9,1.11821E-9,1.11683E-9,1.10599E-9,1.13189E-9,1.10853E-9,1.12546E-9,1.11664E-9,1.11304E-9,1.11539E-9,1.12955E-9,1.11566E-9,1.10824E-9,1.09246E-9,1.11009E-9,1.10352E-9,1.14185E-9,1.12039E-9,1.11703E-9,1.10450E-9,1.12008E-9,1.11477E-9,1.11339E-9,1.10252E-9,1.12841E-9,1.10505E-9,1.12203E-9,1.11316E-9,1.10959E-9,1.11196E-9,1.12607E-9,1.11223E-9,1.10478E-9,1.08905E-9,1.10687E-9,1.10028E-9,1.13858E-9,1.11712E-9,1.11375E-9,1.10128E-9,1.11682E-9,1.11152E-9,1.11015E-9,1.09925E-9,1.12513E-9,1.10177E-9,1.11879E-9,1.10989E-9,1.10633E-9,1.10872E-9,1.12279E-9,1.10899E-9,1.10151E-9,1.08583E-9
39.8107E3,1.11339E-9,1.10675E-9,1.14514E-9,1.12369E-9,1.12044E-9,1.10749E-9,1.12341E-9,1.11814E-9,1.11674E-9,1.10592E-9,1.13177E-9,1.10844E-9,1.12514E-9,1.11654E-9,1.11292E-9,1.11481E-9,1.12948E-9,1.11554E-9,1.10817E-9,1.09230E-9,1.10997E-9,1.10331E-9,1.14166E-9,1.12023E-9,1.11696E-9,1.10407E-9,1.11994E-9,1.11470E-9,1.11330E-9,1.10245E-9,1.12829E-9,1.10497E-9,1.12170E-9,1.11307E-9,1.10946E-9,1.11138E-9,1.12600E-9,1.11211E-9,1.10470E-9,1.08889E-9,1.10675E-9,1.10007E-9,1.13838E-9,1.11696E-9,1.11369E-9,1.10085E-9,1.11668E-9,1.11146E-9,1.11006E-9,1.09917E-9,1.12501E-9,1.10169E-9,1.11846E-9,1.10980E-9,1.10620E-9,1.10814E-9,1.12272E-9,1.10888E-9,1.10144E-9,1.08567E-9
50.1187E3,1.11329E-9,1.10659E-9,1.14499E-9,1.12357E-9,1.12039E-9,1.10717E-9,1.12330E-9,1.11809E-9,1.11667E-9,1.10586E-9,1.13168E-9,1.10837E-9,1.12489E-9,1.11646E-9,1.11282E-9,1.11437E-9,1.12943E-9,1.11545E-9,1.10811E-9,1.09218E-9,1.10987E-9,1.10315E-9,1.14152E-9,1.12010E-9,1.11691E-9,1.10375E-9,1.11983E-9,1.11465E-9,1.11323E-9,1.10239E-9,1.12820E-9,1.10490E-9,1.12145E-9,1.11299E-9,1.10937E-9,1.11093E-9,1.12595E-9,1.11202E-9,1.10465E-9,1.08877E-9,1.10665E-9,1.09991E-9,1.13824E-9,1.11683E-9,1.11363E-9,1.10052E-9,1.11657E-9,1.11140E-9,1.10999E-9,1.09911E-9,1.12492E-9,1.10162E-9,1.11821E-9,1.10972E-9,1.10611E-9,1.10769E-9,1.12267E-9,1.10879E-9,1.10138E-9,1.08555E-9
63.0957E3,1.11322E-9,1.10646E-9,1.14488E-9,1.12347E-9,1.12035E-9,1.10692E-9,1.12321E-9,1.11805E-9,1.11661E-9,1.10581E-9,1.13160E-9,1.10832E-9,1.12470E-9,1.11640E-9,1.11274E-9,1.11403E-9,1.12938E-9,1.11539E-9,1.10807E-9,1.09209E-9,1.10980E-9,1.10303E-9,1.14140E-9,1.12001E-9,1.11687E-9,1.10349E-9,1.11975E-9,1.11461E-9,1.11317E-9,1.10234E-9,1.12813E-9,1.10484E-9,1.12126E-9,1.11293E-9,1.10929E-9,1.11059E-9,1.12590E-9,1.11195E-9,1.10460E-9,1.08867E-9,1.10658E-9,1.09978E-9,1.13812E-9,1.11674E-9,1.11359E-9,1.10027E-9,1.11648E-9,1.11136E-9,1.10993E-9,1.09907E-9,1.12485E-9,1.10156E-9,1.11802E-9,1.10966E-9,1.10603E-9,1.10734E-9,1.12263E-9,1.10872E-9,1.10134E-9,1.08545E-9
79.4328E3,1.11316E-9,1.10637E-9,1.14479E-9,1.12340E-9,1.12031E-9,1.10672E-9,1.12315E-9,1.11802E-9,1.11657E-9,1.10577E-9,1.13155E-9,1.10827E-9,1.12455E-9,1.11636E-9,1.11268E-9,1.11376E-9,1.12935E-9,1.11533E-9,1.10803E-9,1.09201E-9,1.10974E-9,1.10293E-9,1.14131E-9,1.11993E-9,1.11684E-9,1.10330E-9,1.11969E-9,1.11458E-9,1.11313E-9,1.10230E-9,1.12807E-9,1.10480E-9,1.12111E-9,1.11288E-9,1.10923E-9,1.11032E-9,1.12587E-9,1.11190E-9,1.10457E-9,1.08860E-9,1.10652E-9,1.09968E-9,1.13803E-9,1.11666E-9,1.11356E-9,1.10007E-9,1.11642E-9,1.11133E-9,1.10989E-9,1.09903E-9,1.12479E-9,1.10152E-9,1.11787E-9,1.10961E-9,1.10597E-9,1.10707E-9,1.12259E-9,1.10866E-9,1.10130E-9,1.08538E-9
100.000E3,1.11312E-9,1.10629E-9,1.14472E-9,1.12334E-9,1.12029E-9,1.10657E-9,1.12310E-9,1.11799E-9,1.11654E-9,1.10574E-9,1.13150E-9,1.10824E-9,1.12444E-9,1.11632E-9,1.11264E-9,1.11356E-9,1.12932E-9,1.11529E-9,1.10800E-9,1.09195E-9,1.10970E-9,1.10285E-9,1.14124E-9,1.11987E-9,1.11681E-9,1.10315E-9,1.11963E-9,1.11455E-9,1.11310E-9,1.10227E-9,1.12802E-9,1.10477E-9,1.12100E-9,1.11285E-9,1.10918E-9,1.11012E-9,1.12584E-9,1.11185E-9,1.10454E-9,1.08854E-9,1.10648E-9,1.09961E-9,1.13796E-9,1.11660E-9,1.11353E-9,1.09992E-9,1.11637E-9,1.11130E-9,1.10986E-9,1.09900E-9,1.12474E-9,1.10149E-9,1.11775E-9,1.10958E-9,1.10592E-9,1.10687E-9,1.12257E-9,1.10862E-9,1.10127E-9,1.08532E-9
125.893E3,1.11308E-9,1.10623E-9,1.14467E-9,1.12329E-9,1.12027E-9,1.10646E-9,1.12306E-9,1.11797E-9,1.11651E-9,1.10572E-9,1.13147E-9,1.10822E-9,1.12435E-9,1.11629E-9,1.11260E-9,1.11340E-9,1.12930E-9,1.11526E-9,1.10798E-9,1.09191E-9,1.10966E-9,1.10279E-9,1.14119E-9,1.11983E-9,1.11679E-9,1.10303E-9,1.11959E-9,1.11453E-9,1.11307E-9,1.10225E-9,1.12799E-9,1.10474E-9,1.12091E-9,1.11282E-9,1.10915E-9,1.10996E-9,1.12582E-9,1.11182E-9,1.10452E-9,1.08850E-9,1.10644E-9,1.09955E-9,1.13791E-9,1.11656E-9,1.11351E-9,1.09981E-9,1.11633E-9,1.11128E-9,1.10983E-9,1.09898E-9,1.12471E-9,1.10146E-9,1.11767E-9,1.10955E-9,1.10589E-9,1.10671E-9,1.12255E-9,1.10859E-9,1.10125E-9,1.08527E-9
158.489E3,1.11306E-9,1.10619E-9,1.14463E-9,1.12326E-9,1.12025E-9,1.10637E-9,1.12303E-9,1.11795E-9,1.11649E-9,1.10570E-9,1.13144E-9,1.10820E-9,1.12428E-9,1.11627E-9,1.11258E-9,1.11328E-9,1.12929E-9,1.11523E-9,1.10797E-9,1.09188E-9,1.10963E-9,1.10275E-9,1.14115E-9,1.11979E-9,1.11678E-9,1.10295E-9,1.11956E-9,1.11451E-9,1.11305E-9,1.10223E-9,1.12796E-9,1.10472E-9,1.12084E-9,1.11280E-9,1.10912E-9,1.10984E-9,1.12581E-9,1.11180E-9,1.10450E-9,1.08846E-9,1.10642E-9,1.09950E-9,1.13787E-9,1.11652E-9,1.11350E-9,1.09972E-9,1.11630E-9,1.11127E-9,1.10981E-9,1.09896E-9,1.12468E-9,1.10144E-9,1.11760E-9,1.10952E-9,1.10586E-9,1.10659E-9,1.12253E-9,1.10856E-9,1.10123E-9,1.08524E-9
199.526E3,1.11304E-9,1.10616E-9,1.14460E-9,1.12323E-9,1.12024E-9,1.10630E-9,1.12300E-9,1.11794E-9,1.11647E-9,1.10569E-9,1.13142E-9,1.10818E-9,1.12423E-9,1.11625E-9,1.11255E-9,1.11319E-9,1.12927E-9,1.11521E-9,1.10795E-9,1.09185E-9,1.10961E-9,1.10271E-9,1.14112E-9,1.11976E-9,1.11676E-9,1.10288E-9,1.11954E-9,1.11450E-9,1.11303E-9,1.10222E-9,1.12794E-9,1.10471E-9,1.12079E-9,1.11278E-9,1.10910E-9,1.10974E-9,1.12580E-9,1.11178E-9,1.10449E-9,1.08843E-9,1.10639E-9,1.09947E-9,1.13784E-9,1.11649E-9,1.11348E-9,1.09965E-9,1.11627E-9,1.11126E-9,1.10979E-9,1.09895E-9,1.12466E-9,1.10142E-9,1.11754E-9,1.10951E-9,1.10584E-9,1.10649E-9,1.12252E-9,1.10854E-9,1.10122E-9,1.08521E-9
251.189E3,1.11302E-9,1.10613E-9,1.14457E-9,1.12321E-9,1.12023E-9,1.10625E-9,1.12299E-9,1.11793E-9,1.11646E-9,1.10568E-9,1.13140E-9,1.10817E-9,1.12419E-9,1.11624E-9,1.11254E-9,1.11312E-9,1.12926E-9,1.11519E-9,1.10794E-9,1.09183E-9,1.10960E-9,1.10269E-9,1.14109E-9,1.11974E-9,1.11675E-9,1.10282E-9,1.11952E-9,1.11449E-9,1.11302E-9,1.10221E-9,1.12793E-9,1.10469E-9,1.12075E-9,1.11276E-9,1.10908E-9,1.10967E-9,1.12579E-9,1.11176E-9,1.10448E-9,1.08841E-9,1.10638E-9,1.09944E-9,1.13781E-9,1.11647E-9,1.11347E-9,1.09959E-9,1.11625E-9,1.11125E-9,1.10978E-9,1.09893E-9,1.12464E-9,1.10141E-9,1.11750E-9,1.10949E-9,1.10582E-9,1.10642E-9,1.12251E-9,1.10852E-9,1.10121E-9,1.08519E-9
316.228E3,1.11301E-9,1.10611E-9,1.14456E-9,1.12320E-9,1.12022E-9,1.10621E-9,1.12297E-9,1.11792E-9,1.11645E-9,1.10567E-9,1.13139E-9,1.10816E-9,1.12416E-9,1.11623E-9,1.11252E-9,1.11306E-9,1.12926E-9,1.11518E-9,1.10793E-9,1.09181E-9,1.10958E-9,1.10267E-9,1.14108E-9,1.11973E-9,1.11675E-9,1.10278E-9,1.11951E-9,1.11448E-9,1.11301E-9,1.10220E-9,1.12791E-9,1.10468E-9,1.12072E-9,1.11275E-9,1.10907E-9,1.10962E-9,1.12578E-9,1.11175E-9,1.10447E-9,1.08840E-9,1.10637E-9,1.09942E-9,1.13779E-9,1.11646E-9,1.11347E-9,1.09955E-9,1.11624E-9,1.11124E-9,1.10977E-9,1.09893E-9,1.12463E-9,1.10140E-9,1.11747E-9,1.10948E-9,1.10581E-9,1.10636E-9,1.12250E-9,1.10851E-9,1.10120E-9,1.08517E-9
